Data;Fechamento
2010-08-16;1.7639
2010-08-17;1.7528
2010-08-18;1.7513
2010-08-19;1.7584
2010-08-20;1.7597
2010-08-23;1.7587
2010-08-24;1.7727
2010-08-25;1.7668
2010-08-26;1.7596
2010-08-27;1.7544
2010-08-30;1.7591
2010-08-31;1.7560
2010-09-01;1.7441
2010-09-02;1.7367
2010-09-03;1.7281
2010-09-06;1.7259
2010-09-08;1.7231
2010-09-09;1.7238
2010-09-10;1.7186
2010-09-13;1.7174
2010-09-14;1.7076
2010-09-15;1.7169
2010-09-16;1.7184
2010-09-17;1.7166
2010-09-20;1.7216
2010-09-21;1.7255
2010-09-22;1.7184
2010-09-23;1.7194
2010-09-24;1.7120
2010-09-27;1.7100
2010-09-28;1.7093
2010-09-29;1.7053
2010-09-30;1.6942
2010-10-01;1.6812
2010-10-04;1.6882
2010-10-05;1.6808
2010-10-06;1.6758
2010-10-07;1.6777
2010-10-08;1.6804
2010-10-11;1.6648
2010-10-13;1.6554
2010-10-14;1.6596
2010-10-15;1.6604
2010-10-18;1.6686
2010-10-19;1.6868
2010-10-20;1.6735
2010-10-21;1.6897
2010-10-22;1.6997
2010-10-25;1.7026
2010-10-26;1.7045
2010-10-27;1.7077
2010-10-28;1.7112
2010-10-29;1.7014
2010-11-01;1.7044
2010-11-03;1.6937
2010-11-04;1.6819
2010-11-05;1.6801
2010-11-08;1.6970
2010-11-09;1.6970
2010-11-10;1.7070
2010-11-11;1.7178
2010-11-12;1.7198
2010-11-16;1.7295
2010-11-17;1.7298
2010-11-18;1.7143
2010-11-19;1.7189
2010-11-22;1.7235
2010-11-23;1.7336
2010-11-24;1.7247
2010-11-25;1.7206
2010-11-26;1.7298
2010-11-29;1.7271
2010-11-30;1.7161
2010-12-01;1.7052
2010-12-02;1.7029
2010-12-03;1.6917
2010-12-06;1.6836
2010-12-07;1.6739
2010-12-08;1.6892
2010-12-09;1.7024
2010-12-10;1.7117
2010-12-13;1.7027
2010-12-14;1.6949
2010-12-15;1.6988
2010-12-16;1.7028
2010-12-17;1.7098
2010-12-20;1.7082
2010-12-21;1.6974
2010-12-22;1.6946
2010-12-23;1.6984
2010-12-24;1.6903
2010-12-27;1.6922
2010-12-28;1.6866
2010-12-29;1.6788
2010-12-30;1.6662
2010-12-31;1.6662
2011-01-03;1.6510
2011-01-04;1.6556
2011-01-05;1.6713
2011-01-06;1.6857
2011-01-07;1.6861
2011-01-10;1.6912
2011-01-11;1.6887
2011-01-12;1.6773
2011-01-13;1.6701
2011-01-14;1.6843
2011-01-17;1.6818
2011-01-18;1.6745
2011-01-19;1.6714
2011-01-20;1.6715
2011-01-21;1.6723
2011-01-24;1.6731
2011-01-25;1.6745
2011-01-26;1.6692
2011-01-27;1.6720
2011-01-28;1.6782
2011-01-31;1.6734
2011-02-01;1.6631
2011-02-02;1.6671
2011-02-03;1.6697
2011-02-04;1.6738
2011-02-07;1.6776
2011-02-08;1.6711
2011-02-09;1.6643
2011-02-10;1.6680
2011-02-11;1.6679
2011-02-14;1.6681
2011-02-15;1.6682
2011-02-16;1.6704
2011-02-17;1.6661
2011-02-18;1.6677
2011-02-21;1.6667
2011-02-22;1.6694
2011-02-23;1.6720
2011-02-24;1.6649
2011-02-25;1.6625
2011-02-28;1.6612
2011-03-01;1.6627
2011-03-02;1.6610
2011-03-03;1.6545
2011-03-04;1.6462
2011-03-09;1.6559
2011-03-10;1.6612
2011-03-11;1.6649
2011-03-14;1.6631
2011-03-15;1.6692
2011-03-16;1.6674
2011-03-17;1.6757
2011-03-18;1.6720
2011-03-21;1.6652
2011-03-22;1.6638
2011-03-23;1.6602
2011-03-24;1.6593
2011-03-25;1.6581
2011-03-28;1.6614
2011-03-29;1.6546
2011-03-30;1.6360
2011-03-31;1.6287
2011-04-01;1.6194
2011-04-04;1.6110
2011-04-05;1.6087
2011-04-06;1.6097
2011-04-07;1.5927
2011-04-08;1.5762
2011-04-11;1.5805
2011-04-12;1.5870
2011-04-13;1.5864
2011-04-14;1.5842
2011-04-15;1.5776
2011-04-18;1.5912
2011-04-19;1.5792
2011-04-20;1.5722
2011-04-25;1.5720
2011-04-26;1.5654
2011-04-27;1.5705
2011-04-28;1.5853
2011-04-29;1.5733
2011-05-02;1.5747
2011-05-03;1.5890
2011-05-04;1.6030
2011-05-05;1.6219
2011-05-06;1.6111
2011-05-09;1.6199
2011-05-10;1.6069
2011-05-11;1.6178
2011-05-12;1.6207
2011-05-13;1.6328
2011-05-16;1.6317
2011-05-17;1.6290
2011-05-18;1.6166
2011-05-19;1.6165
2011-05-20;1.6169
2011-05-23;1.6339
2011-05-24;1.6256
2011-05-25;1.6297
2011-05-26;1.6196
2011-05-27;1.6038
2011-05-30;1.5958
2011-05-31;1.5799
2011-06-01;1.5878
2011-06-02;1.5805
2011-06-03;1.5744
2011-06-06;1.5810
2011-06-07;1.5764
2011-06-08;1.5820
2011-06-09;1.5877
2011-06-10;1.5938
2011-06-13;1.5888
2011-06-14;1.5821
2011-06-15;1.5960
2011-06-16;1.6108
2011-06-17;1.5979
2011-06-20;1.5969
2011-06-21;1.5910
2011-06-22;1.5877
2011-06-24;1.5988
2011-06-27;1.5969
2011-06-28;1.5833
2011-06-29;1.5730
2011-06-30;1.5611
2011-07-01;1.5599
2011-07-04;1.5580
2011-07-05;1.5637
2011-07-06;1.5662
2011-07-07;1.5581
2011-07-08;1.5634
2011-07-11;1.5796
2011-07-12;1.5773
2011-07-13;1.5762
2011-07-14;1.5729
2011-07-15;1.5743
2011-07-18;1.5828
2011-07-19;1.5691
2011-07-20;1.5651
2011-07-21;1.5567
2011-07-22;1.5547
2011-07-25;1.5449
