inicio,fim,diff
730490,730490,-269.0
730476,730489,2138.0
730474,730475,462.0
730472,730473,332.0
730468,730469,-263.0
730467,730467,375.0
730466,730466,-280.0
730461,730465,1231.0
730460,730460,-235.0
730455,730459,917.0
730451,730454,70.0
730448,730448,20.0
730446,730447,-76.0
730444,730445,464.0
730440,730441,-100.0
730438,730438,145.0
730437,730437,-234.0
730434,730434,84.0
730432,730433,183.0
730430,730431,456.0
730424,730427,-135.0
730419,730423,1143.0
730413,730418,944.0
730412,730412,355.0
730399,730411,1008.0
730396,730398,780.0
730392,730395,-299.0
730391,730391,165.0
730388,730390,-335.0
730384,730385,341.0
730383,730383,-118.0
730382,730382,265.0
730377,730381,-178.0
730376,730376,111.0
730371,730375,-86.0
730369,730369,148.0
730368,730368,-189.0
730364,730367,253.0
730363,730363,-70.0
730362,730362,55.0
730360,730361,98.0
730357,730357,327.0
730356,730356,-143.0
730354,730355,335.0
730350,730353,155.0
730349,730349,377.0
730347,730348,-343.0
730342,730346,1274.0
730340,730341,-240.0
730334,730339,761.0
730328,730333,482.0
730327,730327,72.0
730326,730326,-341.0
730321,730325,436.0
730319,730320,-416.0
730315,730318,940.0
730314,730314,-613.0
730313,730313,160.0
730311,730312,-444.0
730307,730308,447.0
730306,730306,-150.0
730301,730305,839.0
730300,730300,-423.0
730299,730299,310.0
730297,730298,1.0
730292,730294,400.0
730291,730291,-10.0
730290,730290,427.0
730287,730287,-142.0
730284,730286,447.0
730280,730283,-175.0
730278,730279,430.0
730276,730277,128.0
730272,730273,1187.0
730271,730271,-294.0
730266,730270,1004.0
730265,730265,-1.0
730264,730264,574.0
730257,730263,1141.0
730255,730256,873.0
730252,730252,-37.0
730251,730251,52.0
730248,730250,508.0
730245,730245,251.0
730242,730244,347.0
730238,730238,88.0
730237,730237,-6.0
730235,730236,648.0
730234,730234,-410.0
730230,730230,265.0
730229,730229,-512.0
730227,730228,646.0
730220,730224,1320.0
730216,730217,791.0
730213,730215,1028.0
730210,730210,160.0
730207,730209,494.0
730202,730206,636.0
730201,730201,-32.0
730199,730200,830.0
730196,730196,-143.0
730194,730195,398.0
730189,730193,681.0
730188,730188,365.0
730187,730187,-334.0
730179,730182,1066.0
730178,730178,-244.0
730175,730175,3.0
730174,730174,-70.0
730173,730173,344.0
730172,730172,-209.0
730171,730171,74.0
730167,730168,-217.0
730165,730166,294.0
730161,730164,288.0
730160,730160,237.0
730159,730159,-398.0
730151,730158,2107.0
730146,730150,93.0
730145,730145,133.0
730137,730143,981.0
730131,730136,1405.0
730130,730130,-472.0
730126,730129,881.0
730125,730125,-130.0
730124,730124,374.0
730122,730123,-889.0
730104,730118,2671.0
730102,730103,-155.0
730096,730101,487.0
730094,730095,27.0
730089,730091,597.0
730087,730088,-30.0
730083,730084,501.0
730082,730082,-177.0
730081,730081,120.0
730080,730080,-30.0
730076,730077,647.0
730075,730075,-319.0
730074,730074,6.0
730070,730070,-75.0
730068,730069,313.0
730067,730067,-92.0
730059,730066,1271.0
730056,730056,-17.0
730053,730055,247.0
730052,730052,-65.0
730049,730049,202.0
730048,730048,-27.0
730046,730047,283.0
730042,730045,-7.0
730041,730041,29.0
730040,730040,-168.0
730035,730038,127.0
730034,730034,-11.0
730033,730033,418.0
730032,730032,-127.0
730031,730031,76.0
730024,730028,330.0
730021,730021,151.0
730020,730020,-146.0
730019,730019,83.0
730018,730018,-139.0
730014,730017,487.0
730011,730013,50.0
730006,730010,384.0
730005,730005,-95.0
729997,730003,670.0
729996,729996,-23.0
729993,729993,48.0
729992,729992,-204.0
729985,729991,958.0
729982,729984,61.0
729979,729979,133.0
729978,729978,-97.0
729977,729977,301.0
729972,729976,137.0
729971,729971,72.0
729970,729970,-99.0
729969,729969,55.0
729963,729968,93.0
729962,729962,60.0
729957,729961,5.0
729956,729956,29.0
729955,729955,-179.0
729951,729954,93.0
729950,729950,-20.0
729948,729949,73.0
729942,729942,74.0
729941,729941,-256.0
729933,729940,710.0
729927,729930,371.0
729923,729926,358.0
729922,729922,-13.0
729920,729921,551.0
729916,729919,11.0
729915,729915,231.0
729912,729914,53.0
729909,729909,236.0
729906,729907,-16.0
729905,729905,158.0
729901,729902,308.0
729900,729900,635.0
729893,729899,579.0
729892,729892,116.0
729888,729891,-116.0
729887,729887,311.0
729885,729886,-4.0
729879,729884,1134.0
729878,729878,-171.0
729874,729877,372.0
729873,729873,-63.0
729871,729872,322.0
729867,729870,-189.0
729866,729866,80.0
729863,729864,131.0
729860,729860,177.0
729859,729859,-60.0
729858,729858,87.0
729857,729857,-111.0
729856,729856,224.0
729852,729853,-114.0
729849,729851,788.0
729844,729844,-333.0
729842,729843,162.0
729839,729839,-72.0
729837,729838,501.0
729832,729836,261.0
729831,729831,259.0
729830,729830,-23.0
729828,729829,1032.0
729824,729825,-37.0
729823,729823,293.0
729822,729822,-302.0
729821,729821,321.0
729818,729818,-44.0
729816,729817,437.0
729815,729815,-129.0
729811,729814,522.0
729810,729810,-281.0
729809,729809,11.0
729808,729808,-132.0
729804,729807,214.0
729803,729803,-115.0
729802,729802,22.0
729797,729797,-39.0
729795,729796,321.0
729794,729794,-167.0
729793,729793,389.0
729787,729790,116.0
729780,729786,1567.0
729775,729776,226.0
729769,729774,2583.0
729761,729768,649.0
729753,729760,613.0
729751,729752,95.0
729746,729746,61.0
729745,729745,-87.0
729740,729744,583.0
729739,729739,-315.0
729738,729738,350.0
729731,729737,140.0
729730,729730,319.0
729723,729727,1306.0
729718,729720,487.0
729717,729717,-29.0
729713,729716,318.0
729712,729712,-229.0
729706,729711,1076.0
729703,729705,187.0
729692,729702,1611.0
729685,729691,493.0
729681,729684,895.0
729678,729678,-167.0
729677,729677,429.0
729676,729676,-172.0
729670,729675,456.0
729669,729669,-179.0
729668,729668,197.0
729667,729667,-231.0
729664,729664,449.0
729662,729663,-360.0
729660,729661,114.0
729656,729657,314.0
729654,729655,828.0
729653,729653,-257.0
729650,729650,278.0
729648,729649,-181.0
729643,729647,2143.0
729634,729642,345.0
729633,729633,445.0
729632,729632,-274.0
729629,729629,129.0
729620,729628,378.0
729619,729619,33.0
729618,729618,-134.0
729614,729615,327.0
729601,729613,1694.0
729599,729600,619.0
729590,729598,247.0
729583,729587,662.0
729580,729580,-9.0
729577,729578,318.0
729576,729576,-98.0
729573,729573,215.0
729572,729572,-14.0
729569,729571,451.0
729564,729566,345.0
729563,729563,315.0
729562,729562,-64.0
729559,729559,148.0
729558,729558,-358.0
729556,729557,653.0
729549,729555,441.0
729544,729548,684.0
729543,729543,-294.0
729542,729542,541.0
729538,729541,160.0
729536,729537,716.0
729530,729535,-186.0
729528,729529,199.0
729527,729527,-701.0
729524,729524,170.0
729520,729523,396.0
729517,729517,155.0
729515,729516,288.0
729514,729514,48.0
729513,729513,-212.0
729507,729509,616.0
729506,729506,-563.0
729503,729503,180.0
729501,729502,-113.0
729496,729499,184.0
729495,729495,-159.0
729487,729494,602.0
729486,729486,-146.0
729485,729485,311.0
729482,729482,-221.0
729481,729481,108.0
729480,729480,-113.0
729479,729479,194.0
729475,729478,-107.0
729474,729474,256.0
729472,729473,-65.0
729468,729471,328.0
729466,729467,-11.0
729460,729465,727.0
729457,729459,68.0
729453,729454,410.0
729452,729452,-40.0
729447,729451,696.0
729446,729446,-69.0
729439,729445,570.0
729438,729438,-123.0
729437,729437,186.0
729436,729436,-132.0
729433,729433,100.0
729432,729432,-136.0
729431,729431,207.0
729430,729430,-35.0
729426,729429,319.0
729424,729425,-126.0
729422,729423,502.0
729418,729419,4.0
729417,729417,122.0
729412,729416,394.0
729411,729411,475.0
729409,729410,66.0
729404,729408,663.0
729403,729403,-395.0
729401,729402,974.0
729395,729398,436.0
729391,729394,463.0
729388,729388,-11.0
729384,729387,408.0
729381,729381,-87.0
729377,729380,584.0
729375,729376,-302.0
729369,729374,1170.0
729366,729368,-10.0
729363,729363,134.0
729361,729362,-86.0
729359,729360,566.0
729356,729356,-228.0
729353,729355,757.0
729352,729352,-350.0
729349,729349,233.0
729348,729348,-290.0
729341,729347,2321.0
729339,729340,-378.0
729338,729338,183.0
729334,729335,-47.0
729331,729333,1567.0
729326,729328,1282.0
729325,729325,1883.0
729320,729324,91.0
729318,729319,433.0
729310,729317,734.0
729306,729307,487.0
729300,729305,514.0
729298,729299,598.0
729297,729297,-43.0
729293,729296,229.0
729286,729292,604.0
729283,729285,1042.0
729277,729282,310.0
729276,729276,163.0
729275,729275,-335.0
729272,729272,373.0
729264,729271,1857.0
729263,729263,130.0
729262,729262,-25.0
729258,729261,238.0
729255,729257,605.0
729254,729254,393.0
729243,729251,952.0
729242,729242,299.0
729229,729241,1323.0
729228,729228,668.0
729222,729227,1625.0
729221,729221,1023.0
729215,729220,223.0
729199,729212,867.0
729198,729198,118.0
729192,729195,39.0
729174,729185,695.0
729172,729172,168.0
729171,729171,-1.0
729165,729167,195.0
729163,729163,-50.0
729160,729160,145.0
729121,729159,1819.0
729086,729117,4426.0
729069,729082,5508.0
729068,729068,943.0
729016,729067,11003.0
728968,729012,11984.0
728964,728967,1253.0
728962,728963,-34.0
728961,728961,1487.0
728953,728960,1896.0
728950,728950,321.0
728947,728949,241.0
728941,728943,69.0
728940,728940,243.0
728934,728939,240.0
728933,728933,749.0
728929,728932,473.0
728928,728928,220.0
728906,728927,3527.0
728905,728905,375.0
728842,728904,33934.0
728841,728841,1123.0
728829,728838,1634.0
728828,728828,297.0
728827,728827,-30.0
728779,728823,11954.0
728775,728775,-186.0
728730,728773,8945.0
728729,728729,499.0
728724,728726,3969.0
728722,728723,1146.0
728718,728719,2042.0
728717,728717,63.0
728715,728716,-230.0
728711,728712,944.0
728703,728705,92.0
728701,728702,802.0
728698,728698,-172.0
728697,728697,396.0
728696,728696,-711.0
728695,728695,212.0
728694,728694,-780.0
728689,728691,2774.0
728688,728688,-144.0
728687,728687,271.0
728680,728684,240.0
728677,728677,751.0
728674,728676,569.0
728669,728673,2732.0
728666,728668,1106.0
728660,728663,3928.0
728653,728655,-109.0
728647,728649,3047.0
728641,728646,2857.0
728638,728640,705.0
728635,728635,-195.0
728633,728634,377.0
728628,728632,-87.0
728626,728627,3265.0
728625,728625,-554.0
728624,728624,236.0
728621,728621,-1094.0
728618,728620,2249.0
728617,728617,-975.0
728611,728614,2845.0
728606,728610,-72.0
728604,728605,275.0
728603,728603,-645.0
728600,728600,590.0
728598,728598,-286.0
728597,728597,593.0
728596,728596,-715.0
728593,728593,803.0
728589,728592,415.0
728586,728586,838.0
728584,728585,26.0
728577,728583,2115.0
728575,728576,107.0
728571,728572,883.0
728568,728570,880.0
728563,728565,1361.0
728556,728562,2470.0
728554,728555,594.0
728551,728551,-87.0
728547,728550,2789.0
728542,728544,-53.0
728536,728541,3270.0
728534,728535,155.0
728530,728533,700.0
728529,728529,-262.0
728520,728528,3900.0
728516,728519,322.0
728515,728515,572.0
728513,728514,521.0
728507,728512,5231.0
728502,728506,287.0
728501,728501,341.0
728500,728500,-391.0
728498,728499,555.0
728495,728495,-766.0
728494,728494,1096.0
728491,728493,178.0
728488,728488,193.0
728487,728487,-190.0
728486,728486,1373.0
728484,728485,-659.0
728478,728481,3673.0
728473,728477,1030.0
728471,728472,1243.0
728466,728470,-26.0
728465,728465,547.0
728463,728464,-974.0
728460,728460,529.0
728458,728458,-1243.0
728456,728457,1186.0
728453,728453,-1478.0
728452,728452,103.0
728450,728451,44.0
728444,728449,3560.0
728438,728443,138.0
728435,728437,1496.0
728432,728432,-581.0
728430,728431,1730.0
728428,728429,454.0
728425,728425,472.0
728423,728424,-843.0
728422,728422,1512.0
728418,728421,-583.0
728415,728417,2302.0
728411,728411,-374.0
728395,728410,8333.0
728390,728394,338.0
728387,728389,3610.0
728380,728386,3078.0
728375,728379,3684.0
728374,728374,-22.0
728373,728373,1360.0
728369,728372,496.0
728368,728368,2023.0
728367,728367,-775.0
728366,728366,3460.0
728365,728365,-153.0
728362,728362,5479.0
728354,728361,6826.0
728346,728348,4778.0
728344,728345,-1068.0
728341,728341,1595.0
728330,728340,6694.0
728327,728327,465.0
728326,728326,-919.0
728324,728325,4091.0
728320,728323,-610.0
728317,728319,1684.0
728316,728316,-1038.0
728313,728313,529.0
728311,728312,-1378.0
728310,728310,1534.0
728309,728309,-474.0
728304,728306,8338.0
728299,728303,511.0
728298,728298,688.0
728295,728297,1947.0
728290,728291,2402.0
728288,728289,-915.0
728285,728285,1302.0
728282,728284,3803.0
728278,728281,802.0
728277,728277,-1342.0
728274,728276,2456.0
728271,728271,-374.0
728270,728269,1957.0
728268,728268,-584.0
728267,728267,1060.0
728264,728262,-1072.0
728261,728260,2733.0
728257,728257,-1747.0
728256,728256,1804.0
728255,728255,-1018.0
728254,728254,113.0
728253,728249,474.0
728248,728248,409.0
728246,728243,373.0
728242,728241,2105.0
728240,728240,-267.0
728239,728236,3008.0
728235,728232,-192.0
728229,728226,5835.0
728225,728220,1299.0
728219,728219,1252.0
728218,728215,614.0
728214,728214,186.0
728212,728212,-1061.0
728211,728211,1554.0
728208,728205,4019.0
728201,728199,2665.0
728198,728197,1405.0
728194,728192,2381.0
728191,728190,-1125.0
728187,728187,62.0
728186,728185,-1543.0
728184,728177,7070.0
728176,728173,-4443.0
728172,728172,1074.0
728171,728171,-502.0
728170,728169,1654.0
728166,728166,-1403.0
728165,728165,1469.0
728164,728163,-145.0
728162,728152,9220.0
728151,728149,183.0
728148,728145,2259.0
728144,728144,-372.0
728143,728142,2402.0
728141,728138,48.0
728137,728134,2688.0
728131,728130,-118.0
728129,728129,1639.0
728128,728127,-1360.0
728124,728123,2390.0
728122,728120,532.0
728117,728115,4876.0
728114,728109,2309.0
728108,728106,7188.0
728103,728102,282.0
728101,728101,16.0
728100,728100,-1103.0
728099,728096,2040.0
728095,728095,-359.0
728094,728093,1229.0
728092,728092,-735.0
728089,728088,1986.0
728087,728087,-987.0
728086,728065,13579.0
728064,728061,286.0
728060,728060,917.0
728059,728059,-19.0
728058,728058,1262.0
728057,728057,-885.0
728054,728054,624.0
728053,728051,260.0
728050,728040,4418.0
728038,728030,2522.0
728029,728023,3046.0
728022,728022,-1606.0
728017,728017,748.0
728016,728016,-285.0
728015,728012,927.0
728011,728011,-391.0
728010,728009,1449.0
728008,728004,156.0
728003,727990,3869.0
727989,727989,-518.0
727988,727984,753.0
727983,727983,-650.0
727982,727981,1344.0
727980,727977,797.0
727976,727963,2425.0
727962,727961,-209.0
727960,727956,1424.0
727955,727955,-204.0
727954,727952,157.0
727949,727949,-5.0
727948,727945,1386.0
727942,727942,-106.0
727941,727913,2605.0
727912,727912,-37.0
727911,727907,202.0
727906,727904,-15.0
727903,727899,292.0
727898,727896,12.0
727893,727890,348.0
727889,727886,-9.0
727885,727872,532.0
727871,727870,-13.0
727868,727865,261.0
727864,727864,-23.0
727863,727862,237.0
727861,727861,-108.0
727858,727858,166.0
727857,727856,-1.0
727855,727855,53.0
727854,727854,-180.0
727851,727841,422.0
727840,727840,-11.0
727837,727837,17.0
727836,727836,-8.0
727835,727834,82.0
727833,727830,-33.0
727829,727828,83.0
727827,727826,-26.0
727823,727821,186.0
727820,727820,-29.0
727819,727807,244.0
727806,727806,-34.0
727805,727794,203.0
727793,727793,-7.0
727792,727791,75.0
727788,727788,-13.0
727787,727780,122.0
727779,727774,27.0
727773,727771,43.0
727770,727770,-17.0
727767,727767,18.0
727766,727766,-6.0
727765,727760,52.0
727759,727758,15.0
727757,727753,33.0
727752,727752,-4.0
727751,727746,32.0
727745,727745,-14.0
727744,727744,8.0
727743,727743,-7.0
727742,727738,55.0
727737,727737,-14.0
727736,727732,24.0
727731,727731,-23.0
727730,727725,48.0
727723,727722,-5.0
727721,727711,59.0
727710,727710,-2.0
727709,727694,98.0
727693,727693,-6.0
727690,727689,12.0
727688,727688,-3.0
727687,727683,12.0
